first word id ^ clause ^ clause function ^ clause level ^ length
1 ^ 1:1.w1-w8_2 ^  ^ 1 ^ 8
96785 ^ 15:57.w5-w15 ^ definer ^ 1 ^ 11
96796 ^ 15:58.w1-w24 ^ definer ^ 1 ^ 6
96802 ^ 15:58.w5_2 ^ definer ^ 1 ^ 1
96803 ^ 15:58.w8-w24 ^ definer ^ 1 ^ 7
96810 ^ 15:58.w15_2 ^ definer ^ 1 ^ 1
96811 ^ 15:58.w16-w24 ^ definer ^ 1 ^ 9
96820 ^ 16:1.w1-w8 ^ definer ^ 1 ^ 2
96822 ^ 16:1.w1 ^ definer ^ 1 ^ 6
96828 ^ 16:1.w9-w14 @16:1.w1-w8 ^ definer ^ 2 ^ 6
96834 ^ 16:1.w15-w18 ^ definer ^ 1 ^ 4
96838 ^ 16:2.w1-w11 ^ definer ^ 1 ^ 8
96846 ^ 16:2.w9-w11 ^ definer ^ 1 ^ 2
96848 ^ 16:2.w12-w13 @16:2.w1-w11 ^ definer ^ 2 ^ 2
96850 ^ 16:2.w14-w17 @16:2.w18-w20 ^ definer ^ 3 ^ 4
96854 ^ 16:2.w18-w20 @16:2.w1-w11 ^ definer ^ 2 ^ 3
96857 ^ 16:3.w1-w3 @16:3.w4-w6 ^ definer ^ 2 ^ 3
96860 ^ 16:3.w4-w6 ^ definer ^ 1 ^ 3
96863 ^ 16:3.w7-w16 ^ definer ^ 1 ^ 4
96867 ^ 16:3.w11-w16 ^ definer ^ 1 ^ 6
96873 ^ 16:4.w1-w7 @16:4.w8-w10 ^ definer ^ 2 ^ 4
96877 ^ 16:4.w5-w7 ^ definer ^ 1 ^ 2
96879 ^ 16:4.w5_2 ^ definer ^ 1 ^ 1
96880 ^ 16:4.w8-w10 ^ definer ^ 1 ^ 3
96883 ^ 16:5.w1-w4 ^ definer ^ 1 ^ 4
96887 ^ 16:5.w5-w7 @16:5.w1-w4 ^ definer ^ 2 ^ 3
96890 ^ 16:5.w8-w10 ^ definer ^ 1 ^ 3
96893 ^ 16:6.w1-w5 ^ definer ^ 1 ^ 3
96896 ^ 16:6.w4_2 ^ definer ^ 1 ^ 2
96898 ^ 16:6.w6-w8 ^ definer ^ 1 ^ 3
96901 ^ 16:6.w9-w15 @16:6.w6-w8 ^ definer ^ 2 ^ 4
96905 ^ 16:6.w13-w15 ^ definer ^ 1 ^ 3
96908 ^ 16:7.w1-w8 ^ definer ^ 1 ^ 3
96911 ^ 16:7.w4-w8 ^ definer ^ 1 ^ 5
96916 ^ 16:7.w9-w15 ^ definer ^ 1 ^ 2
96918 ^ 16:7.w11-w15 ^ definer ^ 1 ^ 5
96923 ^ 16:7.w16-w19 @16:7.w9-w15 ^ definer ^ 2 ^ 4
96927 ^ 16:8.w1-w7 ^ definer ^ 1 ^ 7
96934 ^ 16:9.w1-w7 ^ definer ^ 1 ^ 4
96938 ^ 16:9.w1 ^ definer ^ 1 ^ 3
96941 ^ 16:9.w8-w10 ^ definer ^ 1 ^ 1
96942 ^ 16:9.w9_2 ^ definer ^ 1 ^ 2
96944 ^ 16:10.w1-w4 @16:10.w5_2 ^ definer ^ 2 ^ 4
96948 ^ 16:10.w5_2 ^ definer ^ 1 ^ 1
96949 ^ 16:10.w6-w10 @16:10.w5_2 ^ definer ^ 2 ^ 5
96954 ^ 16:10.w11-w17 ^ definer ^ 1 ^ 2
96956 ^ 16:10.w11 ^ definer ^ 1 ^ 5
96961 ^ 16:11.w1-w5 ^ definer ^ 1 ^ 5
96966 ^ 16:11.w6-w10 ^ definer ^ 1 ^ 5
96971 ^ 16:11.w11-w14 @16:11.w6-w10 ^ definer ^ 2 ^ 4
96975 ^ 16:11.w15-w20 ^ definer ^ 1 ^ 6
96981 ^ 16:12.w1-w8 ^ definer ^ 1 ^ 2
96983 ^ 16:12.w1 ^ definer ^ 1 ^ 6
96989 ^ 16:12.w9-w15 @16:12.w1-w8 ^ definer ^ 2 ^ 7
96996 ^ 16:12.w16-w20 ^ definer ^ 1 ^ 5
97001 ^ 16:12.w21-w23 @16:12.w16-w20 ^ definer ^ 2 ^ 3
97004 ^ 16:12.w24-w25 ^ definer ^ 1 ^ 2
97006 ^ 16:12.w26-w27 @16:12.w24-w25 ^ definer ^ 2 ^ 2
97008 ^ 16:13.w1_2 ^ definer ^ 1 ^ 1
97009 ^ 16:13.w2-w5 ^ definer ^ 1 ^ 4
97013 ^ 16:13.w6_2 ^ definer ^ 1 ^ 1
97014 ^ 16:13.w7_2 ^ definer ^ 1 ^ 1
97015 ^ 16:14.w1-w5 ^ definer ^ 1 ^ 5
97020 ^ 16:15.w1-w4 ^ definer ^ 1 ^ 4
97024 ^ 16:15.w5-w8 ^ definer ^ 1 ^ 4
97028 ^ 16:15.w9-w13 @16:15.w5-w8 ^ definer ^ 2 ^ 5
97033 ^ 16:15.w14-w20 @16:15.w9-w13 ^ definer ^ 2 ^ 7
97040 ^ 16:16.w1-w12 @16:15.w14-w20 ^ definer ^ 2 ^ 7
97047 ^ 16:16.w8-w10_2 ^ definer ^ 1 ^ 3
97050 ^ 16:16.w11-w12 ^ definer ^ 1 ^ 2
97052 ^ 16:17.w1-w10 ^ definer ^ 1 ^ 10
97062 ^ 16:17.w11-w16 @16:17.w1-w10 ^ definer ^ 2 ^ 6
97068 ^ 16:18.w1-w8 ^ definer ^ 1 ^ 8
97076 ^ 16:18.w9-w12 ^ definer ^ 1 ^ 4
97080 ^ 16:19.w1-w6 ^ definer ^ 1 ^ 6
97086 ^ 16:19.w7-w20 ^ definer ^ 1 ^ 14
97100 ^ 16:20.w1-w5 ^ definer ^ 1 ^ 5
97105 ^ 16:20.w6-w10 ^ definer ^ 1 ^ 5
97110 ^ 16:21.w1-w6 ^ definer ^ 1 ^ 6
97116 ^ 16:22.w1-w6 @16:22.w7-w8 ^ definer ^ 2 ^ 6
97122 ^ 16:22.w7-w8 ^ definer ^ 1 ^ 2
97124 ^ 16:22.w9-w10 ^ definer ^ 1 ^ 2
97126 ^ 16:23.w1-w7 ^ definer ^ 1 ^ 7
97133 ^ 16:24.w1-w9 ^ definer ^ 1 ^ 9
97142 ^ 1:1.w1-w29 ^ definer ^ 1 ^ 15
97157 ^ 1:1.w16-w19 ^ definer ^ 1 ^ 7
97164 ^ 1:1.w23-w29 ^ definer ^ 1 ^ 7
97171 ^ 1:2.w1-w12 ^ definer ^ 1 ^ 2
97173 ^ 1:2.w1_2 ^ definer ^ 1 ^ 10
97183 ^ 1:3.w1-4.w26 ^ definer ^ 1 ^ 18
97201 ^ 1:4.w1-w26 ^ definer ^ 1 ^ 8
97209 ^ 1:4.w9-w26 ^ definer ^ 1 ^ 3
97212 ^ 1:4.w12-w26 ^ definer ^ 1 ^ 9
97221 ^ 1:4.w21-w26 ^ definer ^ 1 ^ 6
97227 ^ 1:5.w1-w9 @1:5.w10-w18 ^ definer ^ 3 ^ 9
97236 ^ 1:5.w10-w18 @1:3.w1-4.w26 ^ definer ^ 2 ^ 9
97245 ^ 1:6.w1-w3 @1:6.w4-w9_2 ^ definer ^ 2 ^ 3
97248 ^ 1:6.w4-w9_2 ^ definer ^ 1 ^ 6
97254 ^ 1:6.w10-w11 @1:6.w12-w26_2 ^ definer ^ 2 ^ 2
97256 ^ 1:6.w12-w26_2 ^ definer ^ 1 ^ 4
97260 ^ 1:6.w16-w22 ^ definer ^ 1 ^ 7
97267 ^ 1:6.w23-w26 ^ definer ^ 1 ^ 4
97271 ^ 1:7.w1-w8 ^ definer ^ 1 ^ 7
97278 ^ 1:7.w8_2 ^ definer ^ 1 ^ 1
97279 ^ 1:7.w9-w14 @1:7.w15-w18 ^ definer ^ 3 ^ 4
97283 ^ 1:7.w11 ^ definer ^ 3 ^ 2
97285 ^ 1:7.w15-w18 @1:7.w1-w8 ^ definer ^ 2 ^ 4
97289 ^ 1:8.w1-w15 ^ definer ^ 1 ^ 3
97292 ^ 1:8.w4-w15 ^ definer ^ 1 ^ 7
97299 ^ 1:8.w11-w15 ^ definer ^ 1 ^ 5
97304 ^ 1:8.w16-w21 @1:8.w1-w15 ^ definer ^ 2 ^ 6
97310 ^ 1:8.w22-w27 @1:8.w16-w21 ^ definer ^ 3 ^ 3
97313 ^ 1:8.w25-w27 ^ definer ^ 1 ^ 3
97316 ^ 1:9.w1-w9 @1:8.w16-w21 ^ definer ^ 2 ^ 9
97325 ^ 1:9.w10-w15 @1:9.w1-w9 ^ definer ^ 3 ^ 2
97327 ^ 1:9.w12_2 ^ definer ^ 1 ^ 4
97331 ^ 1:9.w16-w23 @1:9.w10-w15 ^ definer ^ 2 ^ 4
97335 ^ 1:9.w20-w23 ^ definer ^ 1 ^ 4
97339 ^ 1:10.w1-w6 @1:9.w16-w23 ^ definer ^ 3 ^ 6
97345 ^ 1:10.w7-w8 @1:10.w1-w6 ^ definer ^ 2 ^ 2
97347 ^ 1:10.w9-w11 @1:9.w16-w23 ^ definer ^ 2 ^ 3
97350 ^ 1:10.w12-w15 @1:10.w9-w11 ^ definer ^ 3 ^ 4
97354 ^ 1:11.w1-w7 @1:10.w12-w15 ^ definer ^ 3 ^ 7
97361 ^ 1:11.w8-w20 @1:10.w12-w15 ^ definer ^ 3 ^ 13
97374 ^ 1:12.w1-w11 ^ definer ^ 1 ^ 2
97376 ^ 1:12.w1 ^ definer ^ 1 ^ 4
97380 ^ 1:12.w3-w4 ^ definer ^ 1 ^ 5
97385 ^ 1:12.w12-w31 @1:12.w1-w11 ^ definer ^ 2 ^ 20
97405 ^ 1:12.w32-w35 @1:12.w12-w31 ^ definer ^ 2 ^ 4
97409 ^ 1:13.w1-w12 ^ definer ^ 1 ^ 5
97414 ^ 1:13.w6-w9 ^ definer ^ 1 ^ 4
97418 ^ 1:13.w10-w12 ^ definer ^ 1 ^ 3
97421 ^ 1:13.w13-w14 ^ definer ^ 1 ^ 2
97423 ^ 1:13.w15-w18 @1:13.w13-w14 ^ definer ^ 2 ^ 4
97427 ^ 1:14.w1-w6 @1:13.w15-w18 ^ definer ^ 3 ^ 6
97433 ^ 1:14.w7-w10 @1:13.w15-w18 ^ definer ^ 3 ^ 4
97437 ^ 1:14.w11-w21 @1:14.w7-w10 ^ definer ^ 3 ^ 11
97448 ^ 1:15.w1-16.w20 ^ definer ^ 1 ^ 6
97454 ^ 1:15.w7-w9 ^ definer ^ 1 ^ 3
97457 ^ 1:15.w10-w13 ^ definer ^ 1 ^ 4
97461 ^ 1:16.w1-w6 ^ definer ^ 1 ^ 6
97467 ^ 1:16.w7-w13 ^ definer ^ 1 ^ 7
97474 ^ 1:16.w14-w20 ^ definer ^ 1 ^ 7
97481 ^ 1:17.w1-w3 ^ adjunct ^ 1 ^ 8
97489 ^ 1:17.w9-w14 ^ adjunct ^ 1 ^ 1
97490 ^ 1:17.w10-w11 ^ adjunct ^ 1 ^ 5
97495 ^ 1:17.w15-w25 @1:17.w9-w14 ^ adjunct ^ 2 ^ 11
97506 ^ 1:18.w1-w4 ^ adjunct ^ 1 ^ 4
97510 ^ 1:18.w5-w16 @1:18.w1-w4 ^ adjunct ^ 2 ^ 12
97522 ^ 1:19.w1-w24 ^ adjunct ^ 1 ^ 4
97526 ^ 1:19.w1-w3 ^ adjunct ^ 1 ^ 3
97529 ^ 1:19.w8-w19 ^ adjunct ^ 1 ^ 5
97534 ^ 1:19.w8 ^ adjunct ^ 1 ^ 1
97535 ^ 1:19.w11-w12 ^ adjunct ^ 1 ^ 11
97546 ^ 1:19.w25-w29 ^ adjunct ^ 1 ^ 5
97551 ^ 1:20.w1-w8 ^ adjunct ^ 1 ^ 2
97553 ^ 1:20.w1 ^ adjunct ^ 1 ^ 6
97559 ^ 1:20.w9-w20 ^ adjunct ^ 1 ^ 12
97571 ^ 1:21.w1-w8 ^ adjunct ^ 1 ^ 2
97573 ^ 1:21.w1 ^ adjunct ^ 1 ^ 6
97579 ^ 1:21.w9-w11 ^ adjunct ^ 1 ^ 4
97583 ^ 1:22.w1-w4 ^ adjunct ^ 1 ^ 2
97585 ^ 1:22.w1 ^ adjunct ^ 1 ^ 2
97587 ^ 1:22.w5-w14 ^ adjunct ^ 1 ^ 10
97597 ^ 1:23.w1-w10 ^ adjunct ^ 1 ^ 6
97603 ^ 1:23.w3-w5_2 ^ adjunct ^ 1 ^ 4
97607 ^ 1:23.w11-w17 @1:23.w1-w10 ^ adjunct ^ 2 ^ 1
97608 ^ 1:23.w12-w13 ^ adjunct ^ 1 ^ 6
97614 ^ 1:24.w1-w6 ^ adjunct ^ 1 ^ 6
97620 ^ 1:24.w7-w12 ^ adjunct ^ 1 ^ 3
97623 ^ 1:24.w8 ^ adjunct ^ 1 ^ 3
97626 ^ 1:24.w13-w16 ^ adjunct ^ 1 ^ 2
97628 ^ 1:24.w13 ^ adjunct ^ 1 ^ 2
97630 ^ 2:1.w1-w12 ^ adjunct ^ 1 ^ 4
97634 ^ 2:1.w5-w12 ^ adjunct ^ 1 ^ 7
97641 ^ 2:1.w5 ^ adjunct ^ 1 ^ 1
97642 ^ 2:2.w1-w5 @2:2.w6-w10 ^ adjunct ^ 2 ^ 5
97647 ^ 2:2.w6-w10 ^ adjunct ^ 1 ^ 2
97649 ^ 2:2.w8-w10 ^ adjunct ^ 1 ^ 3
97652 ^ 2:2.w11-w16 @2:2.w6-w10 ^ adjunct ^ 2 ^ 2
97654 ^ 2:2.w13-w16 ^ adjunct ^ 1 ^ 4
97658 ^ 2:3.w1-w4 ^ adjunct ^ 1 ^ 4
97662 ^ 2:3.w5-w18 @2:3.w1-w4 ^ adjunct ^ 2 ^ 2
97664 ^ 2:3.w7_2 ^ adjunct ^ 1 ^ 3
97667 ^ 2:3.w10-w14 ^ adjunct ^ 1 ^ 3
97670 ^ 2:3.w13-w14 ^ adjunct ^ 1 ^ 2
97672 ^ 2:3.w15-w18 ^ adjunct ^ 1 ^ 4
97676 ^ 2:3.w19-w25 @2:3.w1-w4 ^ adjunct ^ 2 ^ 7
97683 ^ 2:4.w1-w12 ^ adjunct ^ 1 ^ 2
97685 ^ 2:4.w1_2 ^ adjunct ^ 1 ^ 10
97695 ^ 2:4.w13-w15 @2:4.w1-w12 ^ adjunct ^ 2 ^ 3
97698 ^ 2:4.w16-w20 @2:4.w13-w15 ^ adjunct ^ 2 ^ 5
97703 ^ 2:4.w21-w25 @2:4.w16-w20 ^ adjunct ^ 3 ^ 5
97708 ^ 2:5.w1-w4 @2:5.w5-w7 ^ adjunct ^ 2 ^ 4
97712 ^ 2:5.w5-w7 ^ adjunct ^ 1 ^ 3
97715 ^ 2:5.w8-w15 ^ adjunct ^ 1 ^ 3
97718 ^ 2:5.w11-w13 @2:5.w8-w15 ^ adjunct ^ 2 ^ 5
97723 ^ 2:6.w1-w10 ^ adjunct ^ 1 ^ 10
97733 ^ 2:7.w1-w5 @2:6.w1-w10 ^ adjunct ^ 2 ^ 5
97738 ^ 2:7.w6-w7 @2:7.w1-w5 ^ adjunct ^ 2 ^ 2
97740 ^ 2:7.w8-w15 @2:6.w1-w10 ^ adjunct ^ 2 ^ 8
97748 ^ 2:8.w1-w7 ^ adjunct ^ 1 ^ 3
97751 ^ 2:8.w4-w7 ^ adjunct ^ 1 ^ 4
97755 ^ 2:9.w1-w5 ^ adjunct ^ 1 ^ 5
97760 ^ 2:9.w6-w10 @2:9.w1-w5 ^ adjunct ^ 2 ^ 5
97765 ^ 2:9.w11-w15 @2:9.w6-w10 ^ adjunct ^ 3 ^ 5
97770 ^ 2:10.w1-w4 ^ adjunct ^ 1 ^ 4
97774 ^ 2:10.w5_2 ^ adjunct ^ 1 ^ 1
97775 ^ 2:10.w6-w10 ^ adjunct ^ 1 ^ 5
97780 ^ 2:10.w11-w13 @2:10.w6-w10 ^ adjunct ^ 2 ^ 3
97783 ^ 2:10.w14-w18 ^ adjunct ^ 1 ^ 5
97788 ^ 2:11.w1-w6 @2:10.w14-w18 ^ adjunct ^ 2 ^ 6
97794 ^ 2:11.w7-w12 ^ adjunct ^ 1 ^ 6
97800 ^ 2:12.w1-w10 ^ adjunct ^ 1 ^ 10
97810 ^ 2:12.w11-w16 ^ adjunct ^ 1 ^ 12
97822 ^ 2:13.w7-w14 ^ adjunct ^ 1 ^ 2
97824 ^ 2:13.w7 ^ adjunct ^ 1 ^ 6
97830 ^ 2:13.w15-w20 ^ adjunct ^ 1 ^ 1
97831 ^ 2:13.w16-w17 ^ adjunct ^ 1 ^ 5
97836 ^ 2:14.w1-w23 ^ adjunct ^ 1 ^ 2
97838 ^ 2:14.w1 ^ adjunct ^ 1 ^ 2
97840 ^ 2:14.w5-w11 ^ adjunct ^ 1 ^ 2
97842 ^ 2:14.w5 ^ adjunct ^ 1 ^ 5
97847 ^ 2:14.w12-w23 ^ adjunct ^ 1 ^ 12
97859 ^ 2:15.w1-w13 @2:14.w1-w23 ^ adjunct ^ 2 ^ 6
97865 ^ 2:15.w7-w9_2 ^ adjunct ^ 1 ^ 3
97868 ^ 2:15.w10-w13 ^ adjunct ^ 1 ^ 4
97872 ^ 2:16.w1-w7 @2:15.w1-w13 ^ adjunct ^ 3 ^ 7
97879 ^ 2:16.w8-w14 @2:16.w1-w7 ^ adjunct ^ 2 ^ 7
97886 ^ 2:16.w15-w19 ^ adjunct ^ 1 ^ 5
97891 ^ 2:17.w1-w11 ^ adjunct ^ 1 ^ 6
97897 ^ 2:17.w7-w11 ^ adjunct ^ 1 ^ 5
97902 ^ 2:17.w12-w24 ^ adjunct ^ 1 ^ 13
97915 ^ 3:1.w1-w4 ^ adjunct ^ 1 ^ 1
97916 ^ 3:1.w2-w4 ^ adjunct ^ 1 ^ 3
97919 ^ 3:1.w5-w16 ^ adjunct ^ 1 ^ 12
97931 ^ 3:2.w1-3.w1 ^ adjunct ^ 1 ^ 5
97936 ^ 3:2.w6-w10 ^ adjunct ^ 1 ^ 5
97941 ^ 3:2.w11_2 ^ adjunct ^ 1 ^ 1
97942 ^ 3:2.w12-w16 ^ adjunct ^ 1 ^ 5
97947 ^ 3:3.w1_2 ^ adjunct ^ 1 ^ 1
97948 ^ 3:3.w2-w24 @3:2.w1-3.w1 ^ adjunct ^ 2 ^ 4
97952 ^ 3:3.w6-w8 ^ adjunct ^ 1 ^ 3
97955 ^ 3:3.w9-w24 ^ adjunct ^ 1 ^ 6
97961 ^ 3:3.w15_2 ^ adjunct ^ 1 ^ 10
97971 ^ 3:4.w1-w10 ^ adjunct ^ 1 ^ 2
97973 ^ 3:4.w1 ^ adjunct ^ 1 ^ 8
97981 ^ 3:5.w1-w11 @3:4.w1-w10 ^ adjunct ^ 2 ^ 6
97987 ^ 3:5.w7-w11 ^ definer ^ 1 ^ 5
97992 ^ 3:5.w12-w18 @3:5.w1-w11 ^ definer ^ 2 ^ 7
97999 ^ 3:6.w1-w11 @3:5.w12-w18 ^ definer ^ 3 ^ 11
98010 ^ 3:6.w12-w15 ^ definer ^ 1 ^ 2
98012 ^ 3:6.w12 ^ definer ^ 1 ^ 2
98014 ^ 3:6.w16-w19 ^ definer ^ 1 ^ 2
98016 ^ 3:6.w16 ^ definer ^ 1 ^ 2
98018 ^ 3:7.w1-w13 @3:8.w1-w10 ^ definer ^ 2 ^ 6
98024 ^ 3:7.w7-w10 ^ definer ^ 1 ^ 7
98031 ^ 3:7.w14-w32 @3:7.w1-w13 ^ definer ^ 3 ^ 3
98034 ^ 3:7.w17-w32 ^ definer ^ 1 ^ 14
98048 ^ 3:7.w31-w32_2 ^ definer ^ 1 ^ 2
98050 ^ 3:8.w1-w10 ^ definer ^ 1 ^ 10
98060 ^ 3:9.w1-w7 @3:9.w8-w15 ^ definer ^ 2 ^ 7
98067 ^ 3:9.w8-w15 ^ definer ^ 1 ^ 8
98075 ^ 3:10.w1-w14 ^ definer ^ 1 ^ 4
98079 ^ 3:10.w5-w6_2 ^ definer ^ 1 ^ 8
98087 ^ 3:10.w13_2 ^ definer ^ 1 ^ 2
98089 ^ 3:11.w1-w6 @3:11.w7-w12 ^ definer ^ 2 ^ 2
98091 ^ 3:11.w3-w4_2 ^ definer ^ 1 ^ 4
98095 ^ 3:11.w7-w12 ^ definer ^ 1 ^ 2
98097 ^ 3:11.w9-w10_2 ^ definer ^ 1 ^ 4
98101 ^ 3:12.w1-w4 ^ adjunct ^ 1 ^ 7
98108 ^ 3:13.w1-w22 @3:12.w1-w7 ^ adjunct ^ 2 ^ 10
98118 ^ 3:13.w11-w22 ^ adjunct ^ 1 ^ 3
98121 ^ 3:13.w11-w12 ^ adjunct ^ 1 ^ 7
98128 ^ 3:13.w21-w22_2 ^ adjunct ^ 1 ^ 2
98130 ^ 3:14.w1-w5 ^ adjunct ^ 1 ^ 5
98135 ^ 3:14.w6-w22 ^ adjunct ^ 1 ^ 2
98137 ^ 3:14.w6 ^ adjunct ^ 1 ^ 13
98150 ^ 3:14.w21-w22 ^ adjunct ^ 1 ^ 2
98152 ^ 3:14.w23-w26 @3:14.w6-w22 ^ adjunct ^ 2 ^ 4
98156 ^ 3:15.w1-w7 @3:15.w8-w13 ^ adjunct ^ 2 ^ 7
98163 ^ 3:15.w8-w13 ^ adjunct ^ 1 ^ 6
98169 ^ 3:16.w1-w6 @3:16.w7-w9 ^ adjunct ^ 2 ^ 6
98175 ^ 3:16.w7-w9 ^ adjunct ^ 1 ^ 3
98178 ^ 3:17.w1-w6 ^ adjunct ^ 1 ^ 2
98180 ^ 3:17.w1 ^ adjunct ^ 1 ^ 4
98184 ^ 3:17.w7-w11 ^ adjunct ^ 1 ^ 6
98190 ^ 3:18.w1-w21 ^ adjunct ^ 1 ^ 2
98192 ^ 3:18.w1 ^ adjunct ^ 1 ^ 1
98193 ^ 3:18.w4_2 ^ adjunct ^ 1 ^ 18
98211 ^ 4:1.w1-w10 ^ adjunct ^ 1 ^ 2
98213 ^ 4:1.w3-w6 ^ adjunct ^ 1 ^ 4
98217 ^ 4:1.w7-w8 @4:1.w1-w10 ^ adjunct ^ 2 ^ 4
98221 ^ 4:2.w1-w30 ^ adjunct ^ 1 ^ 6
98227 ^ 4:2.w7-w10 ^ adjunct ^ 1 ^ 4
98231 ^ 4:2.w11-w16 ^ adjunct ^ 1 ^ 6
98237 ^ 4:2.w17-w30 ^ adjunct ^ 1 ^ 14
98251 ^ 4:3.w1-w8 @4:3.w9-w13 ^ adjunct ^ 2 ^ 4
98255 ^ 4:3.w5_2 ^ adjunct ^ 1 ^ 4
98259 ^ 4:3.w9-w11_2 ^ adjunct ^ 1 ^ 4
98263 ^ 4:3.w13_2 ^ adjunct ^ 1 ^ 1
98264 ^ 4:4.w1-w24 @4:3.w9-w13 ^ adjunct ^ 2 ^ 12
98276 ^ 4:4.w13-w24 ^ adjunct ^ 1 ^ 3
98279 ^ 4:4.w13-w14 ^ adjunct ^ 1 ^ 9
98288 ^ 4:4.w25-w29 @4:4.w1-w24 ^ adjunct ^ 3 ^ 5
98293 ^ 4:5.w1-w4 ^ adjunct ^ 1 ^ 4
98297 ^ 4:5.w5-w8 ^ adjunct ^ 1 ^ 4
98301 ^ 4:5.w9-w14 ^ adjunct ^ 1 ^ 2
98303 ^ 4:5.w9 ^ adjunct ^ 1 ^ 4
98307 ^ 4:6.w1-w9 @4:5.w9-w14 ^ adjunct ^ 2 ^ 3
98310 ^ 4:6.w4-w5_2 ^ adjunct ^ 1 ^ 2
98312 ^ 4:6.w6-w9 ^ adjunct ^ 1 ^ 4
98316 ^ 4:6.w10-w27 @4:6.w1-w9 ^ adjunct ^ 3 ^ 18
98334 ^ 4:7.w1-w8 ^ adjunct ^ 1 ^ 8
98342 ^ 4:7.w9-w16 @4:7.w1-w8 ^ adjunct ^ 2 ^ 8
98350 ^ 4:7.w17-w20 @4:7.w9-w16 ^ adjunct ^ 2 ^ 4
98354 ^ 4:8.w1-w3 ^ adjunct ^ 1 ^ 3
98357 ^ 4:8.w4-w6 ^ adjunct ^ 1 ^ 3
98360 ^ 4:8.w7_2 ^ adjunct ^ 1 ^ 1
98361 ^ 4:8.w8-w10 ^ adjunct ^ 1 ^ 3
98364 ^ 4:9.w1_2 ^ adjunct ^ 1 ^ 1
98365 ^ 4:9.w2-w4 ^ adjunct ^ 1 ^ 3
98368 ^ 4:9.w5_2 ^ adjunct ^ 1 ^ 1
98369 ^ 4:9.w6-w8 ^ adjunct ^ 1 ^ 3
98372 ^ 4:10.w1-w9 ^ adjunct ^ 1 ^ 9
98381 ^ 4:10.w10-w20 @4:8.w1-10.w9 ^ adjunct ^ 2 ^ 11
98392 ^ 4:11.w1-w10 ^ adjunct ^ 1 ^ 3
98395 ^ 4:11.w4-w5_2 ^ adjunct ^ 1 ^ 7
98402 ^ 4:11.w11-w22 @4:11.w1-w10 ^ adjunct ^ 2 ^ 12
98414 ^ 4:12.w1-w6 ^ adjunct ^ 1 ^ 6
98420 ^ 4:12.w7-w11 ^ adjunct ^ 1 ^ 2
98422 ^ 4:12.w7 ^ adjunct ^ 1 ^ 3
98425 ^ 4:13.w1-w13 ^ adjunct ^ 1 ^ 7
98432 ^ 4:13.w8-w10_2 ^ adjunct ^ 1 ^ 3
98435 ^ 4:13.w11_2 ^ adjunct ^ 1 ^ 1
98436 ^ 4:13.w12-w13 ^ adjunct ^ 1 ^ 5
98441 ^ 4:13.w17-14.w16 ^ adjunct ^ 1 ^ 3
98444 ^ 4:14.w1_2 ^ adjunct ^ 1 ^ 1
98445 ^ 4:14.w2-w12 ^ adjunct ^ 1 ^ 1
98446 ^ 4:14.w3-w7 ^ adjunct ^ 1 ^ 10
98456 ^ 4:14.w13-w16 ^ adjunct ^ 1 ^ 4
98460 ^ 4:15.w1-w5 ^ adjunct ^ 1 ^ 2
98462 ^ 4:15.w1 ^ adjunct ^ 1 ^ 3
98465 ^ 4:15.w6-w20 @4:15.w1-w5 ^ adjunct ^ 2 ^ 3
98468 ^ 4:15.w9-w14 ^ adjunct ^ 1 ^ 12
98480 ^ 4:16.w1-w3 ^ adjunct ^ 1 ^ 3
98483 ^ 4:16.w4-w11 @4:16.w12-w19 ^ adjunct ^ 2 ^ 8
98491 ^ 4:16.w12-w19 ^ adjunct ^ 1 ^ 8
98499 ^ 4:17.w1-w16 ^ adjunct ^ 1 ^ 2
98501 ^ 4:17.w1 ^ adjunct ^ 1 ^ 14
98515 ^ 4:18.w1-w5 @4:17.w1-w16 ^ adjunct ^ 2 ^ 3
98518 ^ 4:18.w4-w5_2 ^ adjunct ^ 1 ^ 2
98520 ^ 4:18.w6-w9 @4:18.w1-w5 ^ adjunct ^ 2 ^ 1
98521 ^ 4:18.w7-w9 ^ adjunct ^ 1 ^ 2
98523 ^ 4:18.w7 ^ adjunct ^ 1 ^ 1
98524 ^ 4:18.w10-w12 ^ subject ^ 1 ^ 2
98526 ^ 4:18.w10 ^ subject ^ 1 ^ 2
98528 ^ 4:18.w14-w17 ^ subject ^ 1 ^ 3
98531 ^ 4:18.w14 ^ subject ^ 1 ^ 2
98533 ^ 5:1.w1-w2 ^ subject ^ 1 ^ 2
98535 ^ 5:1.w3-w11 @5:1.w12-w21 ^ subject ^ 3 ^ 6
98541 ^ 5:1.w7 ^ subject ^ 3 ^ 3
98544 ^ 5:1.w12-w21 @5:1.w1-w2 ^ subject ^ 2 ^ 4
98548 ^ 5:1.w12 ^ subject ^ 2 ^ 6
98554 ^ 5:2.w1-w13 ^ subject ^ 1 ^ 5
98559 ^ 5:2.w6-w12 ^ complement ^ 1 ^ 8
98567 ^ 5:3.w1-w7 @5:2.w1-w13 ^ complement ^ 2 ^ 3
98570 ^ 5:3.w4_2 ^ complement ^ 1 ^ 4
98574 ^ 5:4.w1-w9 ^ complement ^ 1 ^ 2
98576 ^ 5:4.w3-w7 ^ complement ^ 1 ^ 6
98582 ^ 5:4.w9_2 ^ complement ^ 1 ^ 1
